SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,7349 S Dorchester Ave,Chicago,IL,60619,24900,,,CHI - South Shore,,3049,,119,,,Active,,,https://www.redfin.com/IL/Chicago/7349-S-Dorchester-Ave-60619/home/21875690,MRED as Distributed by MLS Grid,11834378,N,Y,41.760954,-87.590515
MLS Listing,,Vacant Land,7319 S Dante Ave,Chicago,IL,60619,24900,,,CHI - South Shore,,3484,,119,,,Active,,,https://www.redfin.com/IL/Chicago/7319-S-Dante-Ave-60619/home/147731935,MRED as Distributed by MLS Grid,11834373,N,Y,41.7617751,-87.5893002
MLS Listing,,Condo/Co-op,405 N Wabash Ave #2814,Chicago,IL,60611,275000,1,1.0,CHI - Near North Side,890,,1977,119,309,718,Active,,,https://www.redfin.com/IL/Chicago/405-N-Wabash-Ave-60611/unit-2814/home/14099178,MRED as Distributed by MLS Grid,11818024,N,Y,41.8897222,-87.6257722
MLS Listing,,Single Family Residential,10632 S Wood St,Chicago,IL,60643,289000,2,1.0,Beverly Hills,1403,7274,1942,119,206,,Active,,,https://www.redfin.com/IL/Chicago/10632-S-Wood-St-60643/home/13072126,MRED as Distributed by MLS Grid,11834182,N,Y,41.7000617,-87.6671997
MLS Listing,,Single Family Residential,936 N Elston Ave,Chicago,IL,60642,819000,1,,CHI - West Town,4980,,1928,119,164,,Active,,,https://www.redfin.com/IL/Chicago/936-N-Elston-Ave-60642/home/175904136,MRED as Distributed by MLS Grid,11833911,N,Y,41.8994818,-87.6567757
MLS Listing,,Vacant Land,3330 S Archer Ave,Chicago,IL,60608,148000,,,CHI - McKinley Park,,2500,,119,,,Active,,,https://www.redfin.com/IL/Chicago/3330-S-Archer-Ave-60608/home/14077666,MRED as Distributed by MLS Grid,11833873,N,Y,41.8335402,-87.6730037
MLS Listing,,Single Family Residential,12112 S Normal Ave,Chicago,IL,60628,169900,4,1.5,CHI - West Pullman,1700,,1895,119,100,,Active,,,https://www.redfin.com/IL/Chicago/12112-S-Normal-Ave-60628/home/40048533,MRED as Distributed by MLS Grid,11833820,N,Y,41.673725,-87.6348487
MLS Listing,,Condo/Co-op,130 N Garland Ct #1709,Chicago,IL,60602,715000,2,2.0,CHI - Loop,1300,,2005,119,550,920,Active,,,https://www.redfin.com/IL/Chicago/130-N-Garland-Ct-60602/unit-1709/home/12647871,MRED as Distributed by MLS Grid,11833779,N,Y,41.8841055,-87.625965
MLS Listing,,Condo/Co-op,1120 N Lake Shore Dr Unit 3C,Chicago,IL,60611,399000,2,2.0,CHI - Near North Side,1435,,1924,119,278,1830,Active,,,https://www.redfin.com/IL/Chicago/1120-N-Lake-Shore-Dr-60611/unit-3C/home/177147611,MRED as Distributed by MLS Grid,11833182,N,Y,41.9030623,-87.6250979
MLS Listing,,Vacant Land,6402 S May St,Chicago,IL,60621,25000,,,CHI - Englewood,,3049,,120,,,Active,,,https://www.redfin.com/IL/Chicago/6402-S-May-St-60621/home/147730248,MRED as Distributed by MLS Grid,11833534,N,Y,41.7776179,-87.653593
MLS Listing,,Condo/Co-op,400 E Randolph St #815,Chicago,IL,60601,400000,1,1.0,New Eastside,825,,1963,121,485,779,Active,,,https://www.redfin.com/IL/Chicago/400-E-Randolph-St-60601/unit-815/home/14094533,MRED as Distributed by MLS Grid,11833108,N,Y,41.885003,-87.6168638
MLS Listing,,Condo/Co-op,1235 S Prairie Ave #3001,Chicago,IL,60605,760000,2,2.0,CHI - Near South Side,1530,,2004,121,497,1139,Active,,,https://www.redfin.com/IL/Chicago/1235-S-Prairie-Ave-60605/unit-3001/home/18920529,MRED as Distributed by MLS Grid,11833022,N,Y,41.8661749,-87.6213375
MLS Listing,,Condo/Co-op,300 N State St #3007,Chicago,IL,60654,269000,1,1.0,CHI - Near North Side,725,,1963,121,371,664,Active,,,https://www.redfin.com/IL/Chicago/300-N-State-St-60654/unit-3007/home/14100534,MRED as Distributed by MLS Grid,11824258,N,Y,41.8881116,-87.628363
MLS Listing,,Multi-Family (5+ Unit),1128 W Diversey Pkwy,Chicago,IL,60614,1899000,61,28.0,CHI - Lake View,,3102,1940,121,,,Active,,,https://www.redfin.com/IL/Chicago/1128-W-Diversey-Pkwy-60614/home/185729218,MRED as Distributed by MLS Grid,11832980,N,Y,41.9327655,-87.6570145
MLS Listing,,Condo/Co-op,3950 N Lake Shore Dr #300,Chicago,IL,60613,214900,2,1.0,CHI - Lake View,900,,1955,121,239,944,Active,,,https://www.redfin.com/IL/Chicago/3950-N-Lake-Shore-Dr-60613/unit-300/home/12562766,MRED as Distributed by MLS Grid,11832807,N,Y,41.9542313,-87.6458372
MLS Listing,,Condo/Co-op,849 N Franklin St #1210,Chicago,IL,60610,289000,1,1.0,Parc Chestnut,750,,2006,122,385,527,Active,,,https://www.redfin.com/IL/Chicago/849-N-Franklin-St-60610/unit-1210/home/26812366,MRED as Distributed by MLS Grid,11832721,N,Y,41.897783,-87.6352167
MLS Listing,,Multi-Family (2-4 Unit),2309 S Homan Ave,Chicago,IL,60623,389900,8,4.0,CHI - South Lawndale,,3049,1906,122,,,Active,,,https://www.redfin.com/IL/Chicago/2309-S-Homan-Ave-60623/home/183959745,MRED as Distributed by MLS Grid,11832683,N,Y,41.8495634,-87.7098317
MLS Listing,,Multi-Family (2-4 Unit),3215 N Central Park Ave,Chicago,IL,60618,712900,8,4.0,CHI - Avondale,,4375,1908,122,,,Active,,,https://www.redfin.com/IL/Chicago/3215-N-Central-Park-Ave-60618/home/13454120,MRED as Distributed by MLS Grid,11832069,N,Y,41.9397484,-87.7171654
MLS Listing,,Single Family Residential,645 N Spaulding Ave,Chicago,IL,60624,460000,6,4.0,CHI - Humboldt Park,3049,2500,,122,151,,Active,,,https://www.redfin.com/IL/Chicago/645-N-Spaulding-Ave-60624/home/13260851,MRED as Distributed by MLS Grid,11832319,N,Y,41.8932195,-87.7086785
MLS Listing,,Townhouse,1739 N Clybourn Ave Unit 3N,Chicago,IL,60614,675000,3,2.0,CHI - Lincoln Park,1950,,2004,122,346,475,Active,,,https://www.redfin.com/IL/Chicago/1739-N-Clybourn-Ave-60614/unit-3N/home/12673186,MRED as Distributed by MLS Grid,11832479,N,Y,41.9128554,-87.6519037
MLS Listing,,Condo/Co-op,179 E Lake Shore Dr #402,Chicago,IL,60611,335000,1,1.0,CHI - Near North Side,975,,1928,122,344,2656,Active,,,https://www.redfin.com/IL/Chicago/179-E-Lake-Shore-Dr-60611/unit-402/home/21962035,MRED as Distributed by MLS Grid,11832448,N,Y,41.9006308,-87.6226581
MLS Listing,,Townhouse,9608 S Chappel Ave,Chicago,IL,60617,105000,2,1.5,CHI - South Deering,1000,,1945,122,105,,Active,,,https://www.redfin.com/IL/Chicago/9608-S-Chappel-Ave-60617/home/13086317,MRED as Distributed by MLS Grid,11832446,N,Y,41.7203095,-87.574334
MLS Listing,,Condo/Co-op,512 N Mcclurg Ct #5710,Chicago,IL,60611,585000,2,2.0,CHI - Near North Side,1455,,1999,122,402,834,Active,,,https://www.redfin.com/IL/Chicago/512-N-McClurg-Ct-60611/unit-5710/home/12695838,MRED as Distributed by MLS Grid,11831470,N,Y,41.8916978,-87.6180067
MLS Listing,,Condo/Co-op,401 N Wabash Ave Unit 66G,Chicago,IL,60611,1995000,2,2.5,Trump Tower Chicago,1952,,2008,122,1022,2376,Active,,,https://www.redfin.com/IL/Chicago/401-N-Wabash-Ave-60611/unit-66G/home/19445616,MRED as Distributed by MLS Grid,11832191,N,Y,41.8888012,-87.6263094
MLS Listing,,Townhouse,2659 N Ashland Ave #9,Chicago,IL,60614,780000,3,2.5,CHI - Lincoln Park,,,2004,122,,105,Active,,,https://www.redfin.com/IL/Chicago/2659-N-Ashland-Ave-60614/unit-9/home/12667910,MRED as Distributed by MLS Grid,11832240,N,Y,41.9302779,-87.6678401
MLS Listing,,Single Family Residential,1331 W Wellington Ave,Chicago,IL,60657,875000,4,3.5,CHI - Lake View,,,2007,122,,,Active,,,https://www.redfin.com/IL/Chicago/1331-W-Wellington-Ave-60657/home/13366598,MRED as Distributed by MLS Grid,11827401,N,Y,41.9359408,-87.6624863
MLS Listing,,Single Family Residential,1407 N Hoyne Ave,Chicago,IL,60622,6500000,5,5.5,CHI - West Town,10250,10781,1885,122,634,,Active,,,https://www.redfin.com/IL/Chicago/1407-N-Hoyne-Ave-60622/home/14107600,MRED as Distributed by MLS Grid,11830316,N,Y,41.9073838,-87.6794362
MLS Listing,,Condo/Co-op,1629 S Prairie Ave #1705,Chicago,IL,60616,640000,3,2.0,CHI - Near South Side,1600,,2009,122,400,930,Active,November-18-2023 02:00 PM,November-18-2023 04:00 PM,https://www.redfin.com/IL/Chicago/1629-S-Prairie-Ave-60616/unit-1705/home/39572737,MRED as Distributed by MLS Grid,11831959,N,Y,41.8594779,-87.6205433
MLS Listing,,Multi-Family (2-4 Unit),7243 S Sangamon St,Chicago,IL,60621,79000,6,2.0,CHI - Englewood,,3125,1888,122,,,Active,,,https://www.redfin.com/IL/Chicago/7243-S-Sangamon-St-60621/home/183709653,MRED as Distributed by MLS Grid,11832114,N,Y,41.7620501,-87.6477657
MLS Listing,,Vacant Land,1315 S Talman Ave,Chicago,IL,60608,129900,,,CHI - North Lawndale,,2926,,122,,,Active,,,https://www.redfin.com/IL/Chicago/1315-S-Talman-Ave-60608/home/147873246,MRED as Distributed by MLS Grid,11831779,N,Y,41.8642449,-87.691759
MLS Listing,,Condo/Co-op,840 N Lake Shore Dr #2102,Chicago,IL,60611,2295000,2,2.5,CHI - Near North Side,2855,,2004,122,804,3346,Active,,,https://www.redfin.com/IL/Chicago/840-N-Lake-Shore-Dr-60611/unit-2102/home/12671024,MRED as Distributed by MLS Grid,11832067,N,Y,41.8979713,-87.6180674
MLS Listing,,Condo/Co-op,7414 N Harlem Ave #3,Chicago,IL,60631,189900,2,1.0,CHI - Edison Park,900,,1977,122,211,250,Active,,,https://www.redfin.com/IL/Chicago/7414-N-Harlem-Ave-60631/unit-3/home/12660207,MRED as Distributed by MLS Grid,11832038,N,Y,42.0158251,-87.8068836
MLS Listing,,Condo/Co-op,1000 W Monroe St #501,Chicago,IL,60607,1139000,3,2.5,CHI - Near West Side,2000,,2019,122,570,513,Active,,,https://www.redfin.com/IL/Chicago/1000-W-Monroe-St-60607/unit-501/home/178527906,MRED as Distributed by MLS Grid,11832013,N,Y,41.8805916,-87.6521977
MLS Listing,,Single Family Residential,12215 S Eggleston Ave,Chicago,IL,60628,148999,5,2.0,CHI - West Pullman,998,3034,1926,122,149,,Active,,,https://www.redfin.com/IL/Chicago/12215-S-Eggleston-Ave-60628/home/13057451,MRED as Distributed by MLS Grid,11831716,N,Y,41.6719226,-87.6330017
MLS Listing,,Condo/Co-op,1211 S Prairie Ave #1106,Chicago,IL,60605,979000,3,3.0,Museum Park,2105,,2008,122,465,1198,Active,,,https://www.redfin.com/IL/Chicago/1211-S-Prairie-Ave-60605/unit-1106/home/39571069,MRED as Distributed by MLS Grid,11831881,N,Y,41.865053,-87.620159
MLS Listing,,Single Family Residential,3906 N Mozart St,Chicago,IL,60618,488000,6,3.0,CHI - Irving Park,1800,3125,,122,271,,Active,,,https://www.redfin.com/IL/Chicago/3906-N-Mozart-St-60618/home/13454560,MRED as Distributed by MLS Grid,11831052,N,Y,41.9524594,-87.6996618
MLS Listing,,Condo/Co-op,363 E Wacker Dr #2702,Chicago,IL,60601,1899000,3,2.0,CHI - Loop,2114,,2021,122,898,1235,Active,,,https://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-2702/home/105727758,MRED as Distributed by MLS Grid,11831753,N,Y,41.8874508,-87.6174598
MLS Listing,,Single Family Residential,9035 S May St,Chicago,IL,60620,139900,2,1.0,Brainerd,944,3702,1955,122,148,,Active,,,https://www.redfin.com/IL/Chicago/9035-S-May-St-60620/home/13104914,MRED as Distributed by MLS Grid,11831633,N,Y,41.7294439,-87.6516582
MLS Listing,,Multi-Family (2-4 Unit),5519 N Artesian Ave,Chicago,IL,60625,700000,9,3.0,CHI - Lincoln Square,,4125,1931,123,,,Active,,,https://www.redfin.com/IL/Chicago/5519-N-Artesian-Ave-60625/home/186105200,MRED as Distributed by MLS Grid,11810936,N,Y,41.9820331,-87.6903053
MLS Listing,,Single Family Residential,6442 S Claremont Ave,Chicago,IL,60636,200000,3,1.0,CHI - Chicago Lawn,923,,,123,217,,Active,,,https://www.redfin.com/IL/Chicago/6442-S-Claremont-Ave-60636/home/13937138,MRED as Distributed by MLS Grid,11831361,N,Y,41.7761173,-87.6824788
MLS Listing,,Multi-Family (2-4 Unit),3622 W Franklin Blvd,Chicago,IL,60624,525000,9,3.0,CHI - Humboldt Park,,,1907,123,,,Active,,,https://www.redfin.com/IL/Chicago/3622-W-Franklin-Blvd-60624/home/13261505,MRED as Distributed by MLS Grid,11831329,N,Y,41.890619,-87.7171269
MLS Listing,,Condo/Co-op,401 E Ontario St #609,Chicago,IL,60611,369000,2,2.0,CHI - Near North Side,1200,,1990,123,308,991,Active,,,https://www.redfin.com/IL/Chicago/401-E-Ontario-St-60611/unit-609/home/177289456,MRED as Distributed by MLS Grid,11831220,N,Y,41.893211,-87.616401
MLS Listing,,Condo/Co-op,1350 N Astor St Unit 8B,Chicago,IL,60610,359000,2,2.0,CHI - Near North Side,1162,,1950,123,309,1077,Active,,,https://www.redfin.com/IL/Chicago/1350-N-Astor-St-60610/unit-8B/home/186103732,MRED as Distributed by MLS Grid,11831165,N,Y,41.9074012,-87.6279701
MLS Listing,,Condo/Co-op,57 E Delaware Pl #2301,Chicago,IL,60611,450000,1,1.5,The Bristol,1135,,2000,123,396,940,Active,,,https://www.redfin.com/IL/Chicago/57-E-Delaware-Pl-60611/unit-2301/home/12770196,MRED as Distributed by MLS Grid,11831269,N,Y,41.8989536,-87.6261597
MLS Listing,,Parking,6225 N California Ave Unit P-1,Chicago,IL,60659,9500,,,CHI - West Ridge,,128,1957,123,,,Active,,,https://www.redfin.com/IL/Chicago/6225-N-California-Ave-60659/unit-P1/home/18936970,MRED as Distributed by MLS Grid,11831244,N,Y,41.994696,-87.699188
MLS Listing,,Single Family Residential,4626 W Adams St,Chicago,IL,60644,100000,1,,CHI - Austin,740,4138,1895,123,135,,Active,,,https://www.redfin.com/IL/Chicago/4626-W-Adams-St-60644/home/13256061,MRED as Distributed by MLS Grid,11830593,N,Y,41.8783753,-87.7414745
MLS Listing,,Condo/Co-op,1714 W Touhy Ave Unit C2W,Chicago,IL,60626,134900,2,1.0,CHI - Rogers Park,,,1965,123,,341,Active,,,https://www.redfin.com/IL/Chicago/1714-W-Touhy-Ave-60626/unit-C-2-W/home/13570812,MRED as Distributed by MLS Grid,11830789,N,Y,42.0130295,-87.6730387
MLS Listing,,Multi-Family (2-4 Unit),2416 W Superior St,Chicago,IL,60612,675000,4,2.0,CHI - West Town,,3125,1891,123,,,Active,,,https://www.redfin.com/IL/Chicago/2416-W-Superior-St-60612/home/13260265,MRED as Distributed by MLS Grid,11830907,N,Y,41.8949916,-87.6876007
MLS Listing,,Townhouse,8001 W Belmont Ave N,River Grove,IL,60171,679000,4,3.5,River Grove,2400,1500,2024,123,283,,Active,,,https://www.redfin.com/IL/River-Grove/8001-W-Belmont-Ave-60171/home/186101333,MRED as Distributed by MLS Grid,11830279,N,Y,41.9370589,-87.8274203
MLS Listing,,Condo/Co-op,2314 W Rosemont Ave #3,Chicago,IL,60659,170000,2,2.0,CHI - West Ridge,,,,123,,246,Active,,,https://www.redfin.com/IL/Chicago/2314-W-Rosemont-Ave-60659/unit-3/home/12700383,MRED as Distributed by MLS Grid,11830371,N,Y,41.9961696,-87.6882603
MLS Listing,,Parking,401 N Wabash Ave Unit P452,Chicago,IL,60611,120000,,,CHI - Near North Side,,68,2009,123,,99,Active,,,https://www.redfin.com/IL/Chicago/401-N-Wabash-Ave-60611/unit-P452/home/39565720,MRED as Distributed by MLS Grid,11830369,N,Y,41.8888012,-87.6263094
MLS Listing,,Condo/Co-op,330 S Michigan Ave #1812,Chicago,IL,60604,389900,2,2.0,CHI - Loop,,,1911,123,,921,Active,,,https://www.redfin.com/IL/Chicago/330-S-Michigan-Ave-60604/unit-1812/home/12735085,MRED as Distributed by MLS Grid,11830331,N,Y,41.877479,-87.6245598
MLS Listing,,Vacant Land,6721 S Rhodes Ave,Chicago,IL,60637,49900,,,CHI - Woodlawn,,3100,,123,,,Active,,,https://www.redfin.com/IL/Chicago/6721-S-Rhodes-Ave-60637/home/13928421,MRED as Distributed by MLS Grid,11830260,N,Y,41.772314,-87.611458
MLS Listing,,Single Family Residential,6932 S Calumet Ave,Chicago,IL,60637,275000,6,2.5,CHI - Greater Grand Crossing,3130,3737,1905,123,88,,Active,,,https://www.redfin.com/IL/Chicago/6932-S-Calumet-Ave-60637/home/13929727,MRED as Distributed by MLS Grid,11753694,N,Y,41.7683157,-87.6172452
MLS Listing,,Vacant Land,6750 S Rhodes Ave,Chicago,IL,60637,49900,,,CHI - Woodlawn,,3100,,123,,,Active,,,https://www.redfin.com/IL/Chicago/6750-S-Rhodes-Ave-60637/home/13927962,MRED as Distributed by MLS Grid,11830234,N,Y,41.7715419,-87.612133
MLS Listing,,Condo/Co-op,21 E Huron St #4103,Chicago,IL,60611,2000000,3,3.5,The Pinnacle,3033,,2002,123,659,3375,Active,,,https://www.redfin.com/IL/Chicago/21-E-Huron-St-60611/unit-4103/home/12648109,MRED as Distributed by MLS Grid,11830170,N,Y,41.8945104,-87.6271139
MLS Listing,,Condo/Co-op,2221 E 70th Pl Unit 3C,Chicago,IL,60649,35000,2,1.0,CHI - South Shore,1200,,,123,29,618,Active,,,https://www.redfin.com/IL/Chicago/2221-E-70th-Pl-60649/unit-3C/home/174444141,MRED as Distributed by MLS Grid,11830159,N,Y,41.7668458,-87.5706247
MLS Listing,,Vacant Land,5744 N Ridge Ave,Chicago,IL,60660,649000,,,CHI - Edgewater,,3920,,123,,,Active,,,https://www.redfin.com/IL/Chicago/5744-N-Ridge-Ave-60660/home/148547048,MRED as Distributed by MLS Grid,11830135,N,Y,41.9863326,-87.6648558
MLS Listing,,Multi-Family (2-4 Unit),8639 S Indiana Ave,Chicago,IL,60619,507999,10,3.0,CHI - Chatham,,17859,1923,123,,,Active,,,https://www.redfin.com/IL/Chicago/8639-S-Indiana-Ave-60619/home/13223480,MRED as Distributed by MLS Grid,11803807,N,Y,41.7371405,-87.619051
MLS Listing,,Multi-Family (2-4 Unit),7702 S Paulina St,Chicago,IL,60620,209900,9,3.0,CHI - Auburn Gresham,,3750,1925,124,,,Active,,,https://www.redfin.com/IL/Chicago/7702-S-Paulina-St-60620/home/186091666,MRED as Distributed by MLS Grid,11829975,N,Y,41.7536878,-87.6662964
MLS Listing,,Single Family Residential,2716 E 92nd St,Chicago,IL,60617,169999,3,3.0,CHI - Calumet Heights,1560,,1991,124,109,,Active,,,https://www.redfin.com/IL/Chicago/2716-E-92nd-St-60617/home/13042835,MRED as Distributed by MLS Grid,11829962,N,Y,41.7284278,-87.5573761
MLS Listing,,Single Family Residential,2725 E 92nd St,Chicago,IL,60617,139999,2,1.5,CHI - Calumet Heights,1116,,1893,124,125,,Active,,,https://www.redfin.com/IL/Chicago/2725-E-92nd-St-60617/home/13043435,MRED as Distributed by MLS Grid,11829961,N,Y,41.7279653,-87.5570855
MLS Listing,,Vacant Land,7021 S Hermitage Ave,Chicago,IL,60636,9000,,,CHI - West Englewood,,3049,,124,,,Active,,,https://www.redfin.com/IL/Chicago/7021-S-Hermitage-Ave-60636/home/12570860,MRED as Distributed by MLS Grid,11829914,N,Y,41.7659913,-87.6672436
MLS Listing,,Condo/Co-op,3100 W Diversey Ave Unit G,Chicago,IL,60647,190000,1,1.0,CHI - Avondale,852,,,124,223,213,Active,,,https://www.redfin.com/IL/Chicago/3100-W-Diversey-Ave-60647/unit-G/home/23093646,MRED as Distributed by MLS Grid,11829767,N,Y,41.932272,-87.705144
MLS Listing,,Condo/Co-op,2800 N Lake Shore Dr #2210,Chicago,IL,60657,400000,1,1.0,CHI - Lake View,900,,,124,444,771,Active,,,https://www.redfin.com/IL/Chicago/2800-N-Lake-Shore-Dr-60657/unit-2210/home/13370445,MRED as Distributed by MLS Grid,11829632,N,Y,41.9333146,-87.6372232
MLS Listing,,Single Family Residential,3429 W 116th Pl,Chicago,IL,60655,199000,5,2.0,CHI - Mount Greenwood,1068,,1963,124,186,,Active,,,https://www.redfin.com/IL/Chicago/3429-W-116th-Pl-60655/home/13133466,MRED as Distributed by MLS Grid,11815480,N,Y,41.681223,-87.7065287
MLS Listing,,Single Family Residential,6836 S Michigan Ave,Chicago,IL,60637,246000,4,2.5,CHI - Greater Grand Crossing,1110,,1908,124,222,,Active,,,https://www.redfin.com/IL/Chicago/6836-S-Michigan-Ave-60637/home/13928922,MRED as Distributed by MLS Grid,11829549,N,Y,41.7699539,-87.6221039
MLS Listing,,Townhouse,3500 N Lake Shore Dr Unit 17PH,Chicago,IL,60657,1875000,4,5.0,CHI - Lake View,5196,,1926,124,361,8419,Active,,,https://www.redfin.com/IL/Chicago/3500-N-Lake-Shore-Dr-60657/unit-17PH/home/28846333,MRED as Distributed by MLS Grid,11829514,N,Y,41.9469685,-87.6428152
MLS Listing,,Condo/Co-op,360 E Randolph St #905,Chicago,IL,60601,675000,2,2.0,CHI - Loop,1567,,1982,124,431,1626,Active,,,https://www.redfin.com/IL/Chicago/360-E-Randolph-St-60601/unit-905/home/14094393,MRED as Distributed by MLS Grid,11829513,N,Y,41.8849092,-87.6179803
MLS Listing,,Single Family Residential,437 W 44th Pl,Chicago,IL,60609,359900,4,2.0,CHI - New City,2027,3036,1880,124,178,,Active,,,https://www.redfin.com/IL/Chicago/437-W-44th-Pl-60609/home/13959340,MRED as Distributed by MLS Grid,11817347,N,Y,41.8134109,-87.6373967
MLS Listing,,Condo/Co-op,3100 W Diversey Ave Unit 3S,Chicago,IL,60647,240000,2,1.5,CHI - Avondale,1040,,,124,231,260,Active,,,https://www.redfin.com/IL/Chicago/3100-W-Diversey-Ave-60647/unit-3S/home/17180144,MRED as Distributed by MLS Grid,11829335,N,Y,41.932272,-87.705144
MLS Listing,,Condo/Co-op,880 N Lake Shore Dr Unit 16C,Chicago,IL,60611,262000,1,1.0,Mies Van Der Rohe,750,,1951,124,349,1090,Active,,,https://www.redfin.com/IL/Chicago/880-N-Lake-Shore-Dr-60611/unit-16C/home/77443190,MRED as Distributed by MLS Grid,11829268,N,Y,41.8990893,-87.6189523
MLS Listing,,Condo/Co-op,1727 S Indiana Ave #116,Chicago,IL,60616,279900,1,1.5,CHI - Near South Side,1150,,,124,243,752,Active,,,https://www.redfin.com/IL/Chicago/1727-S-Indiana-Ave-60616/unit-116/home/39549409,MRED as Distributed by MLS Grid,11819419,N,Y,41.8583587,-87.6218927
MLS Listing,,Townhouse,4440 S Drexel Blvd Unit I,Chicago,IL,60653,599900,3,3.5,CHI - Kenwood,2300,1180,2023,124,261,237,Active,November-19-2023 11:00 AM,November-19-2023 01:00 PM,https://www.redfin.com/IL/Chicago/4440-S-Drexel-Blvd-60653/unit-I/home/181926361,MRED as Distributed by MLS Grid,11829249,N,Y,41.8137517,-87.6051589
MLS Listing,,Single Family Residential,3452 N Newcastle Ave,Chicago,IL,60634,895000,3,3.5,Schorsch Village,,6185,,124,,,Active,,,https://www.redfin.com/IL/Chicago/3452-N-Newcastle-Ave-60634/home/13469409,MRED as Distributed by MLS Grid,11768852,N,Y,41.9434013,-87.7973704
MLS Listing,,Condo/Co-op,363 E Wacker Dr #7301,Chicago,IL,60601,9162500,4,4.5,CHI - Loop,5497,,,124,1667,5372,Active,,,https://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-7301/home/107593890,MRED as Distributed by MLS Grid,11829179,N,Y,41.8874508,-87.6174598
MLS Listing,,Condo/Co-op,363 E Wacker Dr #1605,Chicago,IL,60601,989000,1,1.5,CHI - Loop,1138,,,124,869,653,Active,,,https://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-1605/home/109066630,MRED as Distributed by MLS Grid,11829160,N,Y,41.8874508,-87.6174598
MLS Listing,,Condo/Co-op,363 E Wacker Dr #3206,Chicago,IL,60601,2611854,3,2.5,CHI - Loop,2394,,,124,1091,1750,Active,,,https://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-3206/home/186087817,MRED as Distributed by MLS Grid,11829151,N,Y,41.8874508,-87.6174598
MLS Listing,,Condo/Co-op,363 E Wacker Dr #4805,Chicago,IL,60601,1807000,2,2.0,CHI - Loop,1383,,,124,1307,1080,Active,,,https://www.redfin.com/IL/Chicago/363-E-Wacker-Dr-60601/unit-4805/home/183976666,MRED as Distributed by MLS Grid,11829137,N,Y,41.8874508,-87.6174598
MLS Listing,,Single Family Residential,7843 W Berwyn Ave,Chicago,IL,60656,425000,4,2.5,CHI - Norwood Park,1824,5000,1951,124,233,,Active,,,https://www.redfin.com/IL/Chicago/7843-W-Berwyn-Ave-60656/home/13556845,MRED as Distributed by MLS Grid,11814037,N,Y,41.9757254,-87.8235565
MLS Listing,,Condo/Co-op,1711 W Division St #304,Chicago,IL,60622,750000,2,2.0,CHI - West Town,,,2007,124,,492,Active,,,https://www.redfin.com/IL/Chicago/1711-W-Division-St-60622/unit-304/home/21802695,MRED as Distributed by MLS Grid,11829113,N,Y,41.9030057,-87.6705232
MLS Listing,,Vacant Land,655 N Lotus Ave,Chicago,IL,60644,50000,,,CHI - Austin,,3920,,124,,,Active,,,https://www.redfin.com/IL/Chicago/655-N-Lotus-Ave-60644/home/13265675,MRED as Distributed by MLS Grid,11823771,N,Y,41.8927565,-87.7617604
MLS Listing,,Condo/Co-op,415 E North Water St #2101,Chicago,IL,60611,1260000,3,2.5,CHI - Near North Side,2700,,2002,124,467,1540,Active,,,https://www.redfin.com/IL/Chicago/415-E-North-Water-St-60611/unit-2101/home/39556769,MRED as Distributed by MLS Grid,11829090,N,Y,41.8893735,-87.6168504
MLS Listing,,Condo/Co-op,233 E 13th St #1108,Chicago,IL,60605,360000,1,1.0,Museum Park,858,,2005,124,420,484,Active,,,https://www.redfin.com/IL/Chicago/233-E-13th-St-60605/unit-1108/home/12628768,MRED as Distributed by MLS Grid,11829036,N,Y,41.8654277,-87.6208362
MLS Listing,,Condo/Co-op,1410 N State Pkwy Unit 17B,Chicago,IL,60610,649000,3,2.5,CHI - Near North Side,2000,,1979,124,325,2555,Active,,,https://www.redfin.com/IL/Chicago/1410-N-State-Pkwy-60610/unit-17B/home/14113566,MRED as Distributed by MLS Grid,11829017,N,Y,41.9082456,-87.629251
MLS Listing,,Townhouse,2918 S Hillock St,Chicago,IL,60608,639900,3,3.5,CHI - Bridgeport,2200,1050,2022,124,291,250,Active,,,https://www.redfin.com/IL/Chicago/2918-S-Hillock-Ave-60608/home/178606750,MRED as Distributed by MLS Grid,11828888,N,Y,41.841928,-87.663756
MLS Listing,,Condo/Co-op,4405 N Richmond St #204,Chicago,IL,60625,749000,3,2.0,CHI - Albany Park,1770,,2023,125,423,350,Active,,,https://www.redfin.com/IL/Chicago/4405-N-Richmond-St-60625/unit-204/home/186067771,MRED as Distributed by MLS Grid,11828634,N,Y,41.9613846,-87.7021248
